# emapper version: emapper-1.0.3-35-g63c274b emapper DB: 2.0
# command: ./emapper.py  --cpu 6 -i /data/shared/emapper_jobs/user_data/MM_4ti6xiyi/query_seqs.fa --output query_seqs.fa --output_dir /data/shared/emapper_jobs/user_data/MM_4ti6xiyi -m diamond -d none --tax_scope auto --go_evidence non-electronic --target_orthologs all --seed_ortholog_evalue 0.001 --seed_ortholog_score 60 --query-cover 20 --subject-cover 0 --override --temp_dir /data/shared/emapper_jobs/user_data/MM_4ti6xiyi
# time: Thu Jun  4 01:45:42 2020
#query_name	seed_eggNOG_ortholog	seed_ortholog_evalue	seed_ortholog_score	best_tax_level	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction
lcl|NZ_JABEOV010000007.1_cds_WP_170172141.1_1	1096930.L284_07000	1.3e-66	258.8	Sphingomonadales	virB11			ko:K02283,ko:K03196	ko03070,ko05120,map03070,map05120	M00333,M00564			ko00000,ko00001,ko00002,ko02035,ko02044	3.A.7			Bacteria	1R82Y@1224,2KE2H@204457,2VGAD@28211,COG0630@1,COG0630@2	NA|NA|NA	NU	Type IV secretion protein VirB11
lcl|NZ_JABEOV010000007.1_cds_WP_017980842.1_12	1090320.KB900605_gene321	7.2e-163	579.7	Sphingomonadales	fghA		3.1.2.12	ko:K01070,ko:K09795	ko00680,ko01120,ko01200,map00680,map01120,map01200		R00527	RC00167,RC00320	ko00000,ko00001,ko01000		CE1		Bacteria	1MUID@1224,2K97E@204457,2TQSM@28211,COG0627@1,COG0627@2	NA|NA|NA	S	Putative esterase
lcl|NZ_JABEOV010000007.1_cds_WP_017980841.1_13	1090320.KB900605_gene322	1.3e-69	268.9	Sphingomonadales													Bacteria	1RDQV@1224,2KDT9@204457,2UFNZ@28211,COG0346@1,COG0346@2	NA|NA|NA	E	PFAM Glyoxalase bleomycin resistance protein dioxygenase
lcl|NZ_JABEOV010000007.1_cds_WP_017980840.1_14	1090320.KB900605_gene323	3e-217	760.8	Sphingomonadales	adhC	GO:0003674,GO:0003824,GO:0004022,GO:0004024,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006081,GO:0008150,GO:0008152,GO:0008270,GO:0009056,GO:0009636,GO:0009987,GO:0010033,GO:0016491,GO:0016614,GO:0016616,GO:0016999,GO:0017001,GO:0017144,GO:0042221,GO:0042802,GO:0043167,GO:0043169,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046185,GO:0046292,GO:0046294,GO:0046872,GO:0046914,GO:0050896,GO:0051716,GO:0051903,GO:0055114,GO:0070887,GO:0071704,GO:0097237,GO:0098754,GO:0110095,GO:0110096,GO:1901575,GO:1901700,GO:1901701,GO:1990748	1.1.1.1,1.1.1.284	ko:K00121	ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204		R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R06983,R07105,R08281,R08306,R08310	RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01715,RC01734,RC02273	ko00000,ko00001,ko01000			iEC042_1314.EC042_0393,iEC55989_1330.EC55989_0365,iECH74115_1262.ECH74115_0431,iECIAI1_1343.ECIAI1_0357,iECIAI39_1322.ECIAI39_0322,iECO103_1326.ECO103_0338,iECO111_1330.ECO111_0392,iECO26_1355.ECO26_0392,iECSE_1348.ECSE_0381,iECSP_1301.ECSP_0420,iECUMN_1333.ECUMN_0399,iECW_1372.ECW_m0434,iECs_1301.ECs0411,iEKO11_1354.EKO11_3486,iETEC_1333.ETEC_0412,iEcE24377_1341.EcE24377A_0381,iEcHS_1320.EcHS_A0421,iEcolC_1368.EcolC_3269,iG2583_1286.G2583_0469,iSSON_1240.SSON_0335,iSbBS512_1146.SbBS512_E0271,iUMNK88_1353.UMNK88_407,iWFL_1372.ECW_m0434,iZ_1308.Z0456	Bacteria	1MUK4@1224,2K0Y5@204457,2TT67@28211,COG1062@1,COG1062@2	NA|NA|NA	C	Zinc-binding dehydrogenase
lcl|NZ_JABEOV010000007.1_cds_WP_088412030.1_15	1096930.L284_06930	9.6e-241	839.0	Sphingomonadales	fdhA		1.1.1.14,1.2.1.46	ko:K00008,ko:K00148	ko00040,ko00051,ko00625,ko00680,ko01100,ko01120,ko01200,map00040,map00051,map00625,map00680,map01100,map01120,map01200	M00014	R00604,R00875,R01896	RC00085,RC00102,RC00188	ko00000,ko00001,ko00002,ko01000				Bacteria	1MW6Y@1224,2K39W@204457,2TSUK@28211,COG1063@1,COG1063@2	NA|NA|NA	E	Alcohol dehydrogenase GroES-like domain
lcl|NZ_JABEOV010000007.1_cds_WP_024310570.1_16	1096930.L284_06925	5.3e-108	397.1	Sphingomonadales													Bacteria	1MUAY@1224,2JZX9@204457,2U6AS@28211,COG1028@1,COG1028@2	NA|NA|NA	IQ	COG1028 Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)
lcl|NZ_JABEOV010000007.1_cds_WP_017980837.1_17	1096930.L284_06920	6.9e-167	593.2	Sphingomonadales													Bacteria	1N4P5@1224,2K3ED@204457,2TQYX@28211,COG0583@1,COG0583@2	NA|NA|NA	K	Bacterial regulatory helix-turn-helix protein, lysR family
lcl|NZ_JABEOV010000007.1_cds_WP_017980836.1_18	1096930.L284_06915	6.6e-47	193.0	Alphaproteobacteria	frmR	GO:0006355,GO:0008150,GO:0009889,GO:0009890,GO:0009892,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0019219,GO:0019222,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0045892,GO:0045934,GO:0048519,GO:0048523,GO:0050789,GO:0050794,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0060255,GO:0065007,GO:0080090,GO:1902679,GO:1903506,GO:1903507,GO:2000112,GO:2000113,GO:2001141		ko:K21600					ko00000,ko03000				Bacteria	1N6ZN@1224,2UH1P@28211,COG1937@1,COG1937@2	NA|NA|NA	S	Metal-sensitive transcriptional repressor
lcl|NZ_JABEOV010000007.1_cds_WP_169863546.1_19	1090320.KB900605_gene326	3.6e-271	940.3	Sphingomonadales	cydA		1.10.3.14	ko:K00425	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3			Bacteria	1MV60@1224,2K0ZR@204457,2TQMA@28211,COG1271@1,COG1271@2	NA|NA|NA	C	oxidase, subunit
lcl|NZ_JABEOV010000007.1_cds_WP_017980834.1_20	1090320.KB900605_gene327	1.2e-183	649.0	Sphingomonadales	cydB		1.10.3.14	ko:K00426	ko00190,ko01100,ko02020,map00190,map01100,map02020	M00153	R11325	RC00061	ko00000,ko00001,ko00002,ko01000	3.D.4.3			Bacteria	1MURP@1224,2K0H9@204457,2TU3I@28211,COG1294@1,COG1294@2	NA|NA|NA	C	oxidase, subunit
lcl|NZ_JABEOV010000007.1_cds_WP_017980832.1_22	1090320.KB900605_gene328	4.7e-168	597.0	Sphingomonadales	yneE	GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944		ko:K08994					ko00000,ko02000	1.A.46.2			Bacteria	1MX91@1224,2K2U4@204457,2U0KR@28211,COG3781@1,COG3781@2	NA|NA|NA	S	Bestrophin, RFP-TM, chloride channel
lcl|NZ_JABEOV010000007.1_cds_WP_024310576.1_23	1096930.L284_06890	5.2e-43	179.9	Sphingomonadales	ybiI			ko:K06204	ko02026,map02026				ko00000,ko00001,ko03000,ko03009,ko03021				Bacteria	1MZIB@1224,2K69Z@204457,2UCQA@28211,COG1734@1,COG1734@2	NA|NA|NA	T	Prokaryotic dksA/traR C4-type zinc finger
lcl|NZ_JABEOV010000007.1_cds_WP_017980906.1_25	1096930.L284_10185	6.3e-157	560.1	Sphingomonadales													Bacteria	1Q8BY@1224,2BNHR@1,2K7Y0@204457,2VEIA@28211,32H67@2	NA|NA|NA		
lcl|NZ_JABEOV010000007.1_cds_WP_120694216.1_26	1096930.L284_10180	5.2e-166	590.9	Sphingomonadales													Bacteria	1MVHF@1224,2K201@204457,2TU7T@28211,COG3843@1,COG3843@2	NA|NA|NA	U	Plasmid stabilization protein
lcl|NZ_JABEOV010000007.1_cds_WP_017980904.1_27	1096930.L284_10175	4.5e-103	380.6	Sphingomonadales													Bacteria	1PS9X@1224,2A6F5@1,2K3W1@204457,2VD2J@28211,30V82@2	NA|NA|NA		
lcl|NZ_JABEOV010000007.1_cds_WP_017980903.1_28	1096930.L284_10170	2.6e-18	97.8	Sphingomonadales													Bacteria	1PMYY@1224,2FH98@1,2KBCB@204457,2V0JH@28211,30ZYW@2	NA|NA|NA		
lcl|NZ_JABEOV010000007.1_cds_WP_017980901.1_30	1096930.L284_10160	3.3e-61	240.7	Sphingomonadales													Bacteria	1QENS@1224,2ARNP@1,2K8AN@204457,2UZ7V@28211,31GZD@2	NA|NA|NA		
lcl|NZ_JABEOV010000007.1_cds_WP_017980900.1_31	1096930.L284_10155	2.7e-115	421.4	Sphingomonadales	parA			ko:K03496					ko00000,ko03036,ko04812				Bacteria	1R8ZH@1224,2K44D@204457,2U891@28211,COG1192@1,COG1192@2	NA|NA|NA	D	VirC1 protein
lcl|NZ_JABEOV010000007.1_cds_WP_017980899.1_32	1096930.L284_10150	4.3e-58	230.3	Sphingomonadales	ssb			ko:K03111	ko03030,ko03430,ko03440,map03030,map03430,map03440				ko00000,ko00001,ko03029,ko03032,ko03400				Bacteria	1RDCZ@1224,2K53F@204457,2UERA@28211,COG0629@1,COG0629@2	NA|NA|NA	L	Single-strand binding protein family
lcl|NZ_JABEOV010000007.1_cds_WP_017980898.1_33	1096930.L284_10145	7e-110	403.3	Sphingomonadales													Bacteria	1MXXT@1224,2K9W1@204457,2U9WZ@28211,COG1961@1,COG1961@2	NA|NA|NA	L	Helix-turn-helix domain of resolvase
lcl|NZ_JABEOV010000008.1_cds_WP_170172143.1_34	1470591.BW41_01140	1.6e-26	127.1	Sphingomonadales													Bacteria	1RFN9@1224,2K2Z8@204457,2VE56@28211,COG0457@1,COG0457@2	NA|NA|NA	S	Tetratricopeptide repeat
lcl|NZ_JABEOV010000008.1_cds_WP_170172144.1_35	29581.BW37_00145	8e-89	334.0	Oxalobacteraceae				ko:K06320					ko00000				Bacteria	1RBHV@1224,2VS59@28216,47714@75682,COG4641@1,COG4641@2	NA|NA|NA	S	Protein conserved in bacteria
lcl|NZ_JABEOV010000008.1_cds_WP_170171419.1_36	583355.Caka_0059	1.5e-35	156.8	Bacteria			3.2.1.83	ko:K20846					ko00000,ko01000		GH16		Bacteria	COG2273@1,COG2273@2	NA|NA|NA	G	xyloglucan:xyloglucosyl transferase activity
lcl|NZ_JABEOV010000008.1_cds_WP_170171420.1_37	1476583.DEIPH_ctg076orf0020	3.3e-18	99.8	Bacteria													Bacteria	2DQ23@1,334FA@2	NA|NA|NA		
lcl|NZ_JABEOV010000008.1_cds_WP_170171421.1_38	29581.BW37_00144	5.4e-81	308.1	Betaproteobacteria													Bacteria	1R4WZ@1224,2WEEC@28216,COG1835@1,COG1835@2	NA|NA|NA	I	Acyltransferase family
lcl|NZ_JABEOV010000008.1_cds_WP_170171422.1_39	1120985.AUMI01000014_gene824	5.5e-113	414.5	Negativicutes	wbiB		5.1.3.25	ko:K17947	ko00523,ko01130,map00523,map01130		R10279	RC00289	ko00000,ko00001,ko01000				Bacteria	1TS47@1239,4H6WI@909932,COG0451@1,COG0451@2	NA|NA|NA	GM	Male sterility protein
lcl|NZ_JABEOV010000008.1_cds_WP_170171424.1_41	78245.Xaut_3559	1.5e-81	310.1	Alphaproteobacteria													Bacteria	1N4YY@1224,2UCRZ@28211,COG0438@1,COG0438@2	NA|NA|NA	M	Glycosyl transferases group 1
lcl|NZ_JABEOV010000008.1_cds_WP_170171425.1_42	317655.Sala_1584	1.8e-54	220.3	Sphingomonadales				ko:K18814					ko00000,ko02000	9.B.67.1			Bacteria	1N225@1224,2K33M@204457,2U6JI@28211,COG3307@1,COG3307@2	NA|NA|NA	M	O-Antigen ligase
lcl|NZ_JABEOV010000008.1_cds_WP_170171426.1_43	1470591.BW41_01148	4.3e-150	537.3	Sphingomonadales	rfbA	GO:0000271,GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005975,GO:0005976,GO:0005996,GO:0006006,GO:0006139,GO:0006220,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008879,GO:0009058,GO:0009059,GO:0009117,GO:0009141,GO:0009147,GO:0009200,GO:0009211,GO:0009219,GO:0009225,GO:0009226,GO:0009262,GO:0009394,GO:0009987,GO:0016020,GO:0016051,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019299,GO:0019300,GO:0019305,GO:0019318,GO:0019319,GO:0019438,GO:0019637,GO:0019692,GO:0030312,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0040007,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044283,GO:0044464,GO:0045226,GO:0046075,GO:0046364,GO:0046379,GO:0046383,GO:0046483,GO:0046872,GO:0055086,GO:0071704,GO:0071944,GO:0072527,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901564,GO:1901576	2.7.7.24	ko:K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	R02328	RC00002	ko00000,ko00001,ko00002,ko01000			iNJ661.Rv0334	Bacteria	1MU0X@1224,2K0S0@204457,2TQPI@28211,COG1209@1,COG1209@2	NA|NA|NA	M	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis
lcl|NZ_JABEOV010000008.1_cds_WP_170171427.1_44	1550073.JROH01000065_gene2799	2e-129	468.8	Sphingomonadales	rfbD	GO:0000271,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006629,GO:0008150,GO:0008152,GO:0008610,GO:0008653,GO:0008831,GO:0009058,GO:0009059,GO:0009103,GO:0009987,GO:0016051,GO:0016491,GO:0016614,GO:0016616,GO:0033692,GO:0034637,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044424,GO:0044444,GO:0044464,GO:0045226,GO:0046379,GO:0055114,GO:0071704,GO:1901135,GO:1901137,GO:1901576,GO:1903509	1.1.1.133	ko:K00067	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R02777	RC00182	ko00000,ko00001,ko00002,ko01000			iECSF_1327.ECSF_1929,iEcHS_1320.EcHS_A2180	Bacteria	1MUXM@1224,2K002@204457,2TSP6@28211,COG1091@1,COG1091@2	NA|NA|NA	M	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose
lcl|NZ_JABEOV010000008.1_cds_WP_170171428.1_45	1550073.JROH01000065_gene2800	2e-186	658.3	Sphingomonadales	rfbB	GO:0000271,GO:0003674,GO:0003824,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0006139,GO:0006629,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008460,GO:0008610,GO:0008653,GO:0009058,GO:0009059,GO:0009103,GO:0009225,GO:0009226,GO:0009987,GO:0016051,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0033692,GO:0034637,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044260,GO:0044262,GO:0044264,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0045226,GO:0046379,GO:0046483,GO:0048037,GO:0050662,GO:0055086,GO:0071704,GO:1901135,GO:1901137,GO:1901360,GO:1901362,GO:1901576,GO:1903509	4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000			iB21_1397.B21_01936,iECBD_1354.ECBD_1614,iECB_1328.ECB_01947,iECD_1391.ECD_01947,iECIAI39_1322.ECIAI39_0974,iECNA114_1301.ECNA114_3926,iECO26_1355.ECO26_2952,iECSF_1327.ECSF_1930,iECSF_1327.ECSF_3628	Bacteria	1MU5E@1224,2K275@204457,2TT5T@28211,COG1088@1,COG1088@2	NA|NA|NA	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily
lcl|NZ_JABEOV010000008.1_cds_WP_170171429.1_46	1550073.JROH01000065_gene2801	2.1e-97	361.7	Sphingomonadales	rfbC		5.1.3.13	ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R06514	RC01531	ko00000,ko00001,ko00002,ko01000				Bacteria	1R9YD@1224,2K456@204457,2U7G8@28211,COG1898@1,COG1898@2	NA|NA|NA	M	Catalyzes the epimerization of the C3' and C5'positions of dTDP-6-deoxy-D-xylo-4-hexulose, forming dTDP-6-deoxy-L-lyxo-4- hexulose
lcl|NZ_JABEOV010000008.1_cds_WP_170171430.1_47	1470591.BW41_02765	1.2e-100	373.2	Sphingomonadales													Bacteria	1MXQ0@1224,2K01D@204457,2TRBV@28211,COG5534@1,COG5534@2	NA|NA|NA	L	Replication initiator protein A
lcl|NZ_JABEOV010000008.1_cds_WP_170171431.1_48	1550073.JROH01000065_gene2793	1.8e-67	262.7	Sphingomonadales			5.3.1.12	ko:K01812,ko:K02529,ko:K16210	ko00040,ko01100,map00040,map01100	M00061,M00631	R01482,R01983	RC00376	ko00000,ko00001,ko00002,ko01000,ko02000,ko03000	2.A.2.5			Bacteria	1NWPH@1224,2K17J@204457,2US0H@28211,COG1609@1,COG1609@2	NA|NA|NA	K	Transcriptional regulator
lcl|NZ_JABEOV010000008.1_cds_WP_170171442.1_49	1549858.MC45_17720	1.9e-70	272.3	Sphingomonadales				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1MWH3@1224,2K0JR@204457,2U100@28211,COG1192@1,COG1192@2	NA|NA|NA	D	involved in chromosome partitioning
lcl|NZ_JABEOV010000008.1_cds_WP_170171432.1_50	1470591.BW41_01154	6.1e-20	103.2	Sphingomonadales				ko:K03496					ko00000,ko03036,ko04812				Bacteria	1P72I@1224,2KE7Y@204457,2UUPF@28211,COG1192@1,COG1192@2	NA|NA|NA	D	VirC1 protein
lcl|NZ_JABEOV010000008.1_cds_WP_170171433.1_52	1219049.SP5_099_00150	1.5e-37	161.8	Sphingomonadales													Bacteria	1PQXN@1224,2BP76@1,2KB8N@204457,2V39A@28211,32HYH@2	NA|NA|NA		
lcl|NZ_JABEOV010000008.1_cds_WP_170171434.1_53	1550073.JROH01000091_gene1957	1.7e-67	261.9	Alphaproteobacteria													Bacteria	1N89Q@1224,2DT6Z@1,2TZAN@28211,33IYZ@2	NA|NA|NA	K	Helix-turn-helix XRE-family like proteins
lcl|NZ_JABEOV010000008.1_cds_WP_170171435.1_54	1219049.SP5_099_00130	1.4e-136	492.3	Sphingomonadales													Bacteria	1PKHI@1224,2A9FD@1,2K8AQ@204457,2UZ7W@28211,30YKV@2	NA|NA|NA		
lcl|NZ_JABEOV010000008.1_cds_WP_170171436.1_55	1219049.SP5_099_00120	0.0	1673.7	Sphingomonadales	traI												Bacteria	1MUTR@1224,2K0T3@204457,2U1IW@28211,COG0507@1,COG0507@2	NA|NA|NA	L	TrwC protein
lcl|NZ_JABEOV010000008.1_cds_WP_170171437.1_56	319003.Bra1253DRAFT_07197	1e-210	739.6	Bradyrhizobiaceae	MA20_12025												Bacteria	1N2KA@1224,2TVCT@28211,3JS7S@41294,COG3464@1,COG3464@2	NA|NA|NA	L	Transposase
lcl|NZ_JABEOV010000008.1_cds_57	1112216.JH594425_gene739	1.6e-27	128.3	Sphingomonadales													Bacteria	1PKS4@1224,2A9PB@1,2K8P8@204457,2UZDR@28211,30YW7@2	NA|NA|NA		
lcl|NZ_JABEOV010000008.1_cds_WP_170171443.1_58	1112216.JH594425_gene738	3.6e-106	391.0	Sphingomonadales	tniR												Bacteria	1MXXT@1224,2K3Q6@204457,2U9WZ@28211,COG1961@1,COG1961@2	NA|NA|NA	L	resolvase
lcl|NZ_JABEOV010000008.1_cds_WP_170171438.1_59	1112216.JH594426_gene3855	1e-11	76.6	Sphingomonadales													Bacteria	1MUIU@1224,2K0X8@204457,2TRZK@28211,COG4644@1,COG4644@2	NA|NA|NA	L	Domain of unknown function (DUF4158)
lcl|NZ_JABEOV010000008.1_cds_WP_170171444.1_60	1123269.NX02_28170	4.6e-90	337.8	Sphingomonadales	spsB			ko:K03606,ko:K20997	ko02025,ko05111,map02025,map05111				ko00000,ko00001				Bacteria	1MV6W@1224,2K10K@204457,2TRZA@28211,COG2148@1,COG2148@2	NA|NA|NA	M	sugar transferase
lcl|NZ_JABEOV010000008.1_cds_WP_170172145.1_61	1219035.NT2_12_01100	1.2e-59	236.5	Sphingomonadales	gumB			ko:K01991	ko02026,map02026				ko00000,ko00001,ko02000	1.B.18			Bacteria	1RE48@1224,2KCT0@204457,2UEIX@28211,COG1596@1,COG1596@2	NA|NA|NA	M	polysaccharide export
lcl|NZ_JABEOV010000008.1_cds_WP_170171440.1_62	1090318.ATTI01000002_gene25	3.3e-178	632.1	Sphingomonadales	ywqD		2.7.10.1	ko:K08252,ko:K13661,ko:K16554	ko05111,map05111				ko00000,ko00001,ko01000,ko02000	8.A.3.1			Bacteria	1MVI9@1224,2K00D@204457,2TT1Y@28211,COG0489@1,COG0489@2,COG3206@1,COG3206@2	NA|NA|NA	D	protein involved in exopolysaccharide biosynthesis
lcl|NZ_JABEOV010000009.1_cds_WP_170172147.1_64	1192759.AKIB01000055_gene1423	1.1e-120	439.9	Sphingomonadales													Bacteria	1MV0C@1224,2K1VF@204457,2TSYH@28211,COG1961@1,COG1961@2	NA|NA|NA	L	COG1961 Site-specific recombinases, DNA invertase Pin homologs
lcl|NZ_JABEOV010000009.1_cds_WP_170171599.1_65	1088721.NSU_4681	1.6e-72	279.3	Alphaproteobacteria													Bacteria	1RBE2@1224,2TX68@28211,32VE4@2,arCOG08992@1	NA|NA|NA		
